"年月日","基準価額（円）","前日比（円）","純資産総額（百万円）"
"2025/04/30","24519","8","5381246"
"2025/05/01","24653","134","5418162"
"2025/05/02","25215","562","5545576"
"2025/05/07","24923","-292","5481429"
"2025/05/08","25063","140","5561741"
"2025/05/09","25511","448","5684270"
"2025/05/12","25572","61","5724838"
"2025/05/13","26515","943","5939979"
"2025/05/14","26591","76","5968372"
"2025/05/15","26449","-142","5938772"
"2025/05/16","26351","-98","5916693"
"2025/05/19","26464","113","5948798"
"2025/05/20","26559","95","5972075"
"2025/05/21","26375","-184","5935081"
"2025/05/22","25954","-421","5844768"
"2025/05/23","25990","36","5854008"
"2025/05/26","25710","-280","5791733"
"2025/05/27","25699","-11","5791099"
"2025/05/28","26309","610","5928654"
"2025/05/29","26518","209","5985275"
"2025/05/30","26263","-255","5930146"
"2025/06/02","26191","-72","5917020"
"2025/06/03","26138","-53","5905390"
"2025/06/04","26453","315","6021367"
"2025/06/05","26298","-155","6001642"
"2025/06/06","26441","143","6035971"
"2025/06/09","26816","375","6126873"
"2025/06/10","26827","11","6131973"
"2025/06/11","26975","148","6196371"
"2025/06/12","26833","-142","6168208"
"2025/06/13","26685","-148","6135447"
"2025/06/16","26658","-27","6134493"
"2025/06/17","26999","341","6214157"
"2025/06/18","26838","-161","6183928"
"2025/06/19","26728","-110","6163687"
"2025/06/20","26738","10","6166834"
"2025/06/23","26896","158","6203442"
"2025/06/24","26965","69","6224881"
"2025/06/25","27184","219","6276924"
"2025/06/26","27156","-28","6271266"
"2025/06/27","27312","156","6312042"
"2025/06/30","27500","188","6358997"
"2025/07/01","27400","-100","6337645"
"2025/07/02","27371","-29","6334697"
"2025/07/03","27477","106","6359153"
"2025/07/04","27829","352","6486303"
"2025/07/07","27750","-79","6479765"
"2025/07/08","27903","153","6515526"
"2025/07/09","28057","154","6561802"
"2025/07/10","28007","-50","6575634"
"2025/07/11","28208","201","6625479"
"2025/07/14","28169","-39","6620790"
"2025/07/15","28320","151","6657932"
"2025/07/16","28477","157","6702558"
"2025/07/17","28428","-49","6696461"
"2025/07/18","28617","189","6743488"
"2025/07/22","28474","-143","6713750"
"2025/07/23","28352","-122","6686774"
"2025/07/24","28625","273","6757783"
"2025/07/25","28795","170","6800407"
"2025/07/28","28890","95","6825758"
"2025/07/29","28942","52","6842843"
"2025/07/30","28842","-100","6824940"
"2025/07/31","28978","136","6858307"
"2025/08/01","29103","125","6889015"
"2025/08/04","28132","-971","6661944"
"2025/08/05","28369","237","6757579"
"2025/08/06","28459","90","6799451"
"2025/08/07","28650","191","6853339"
"2025/08/08","28669","19","6860970"
"2025/08/12","28972","303","6940090"
"2025/08/13","29132","160","7005071"
"2025/08/14","29045","-87","7000022"
"2025/08/15","29232","187","7046510"
"2025/08/18","29190","-42","7037233"
"2025/08/19","29246","56","7059089"
"2025/08/20","29091","-155","7028466"
"2025/08/21","28989","-102","7005394"
"2025/08/22","29116","127","7041545"
"2025/08/25","29289","173","7085804"
"2025/08/26","29139","-150","7051695"
"2025/08/27","29229","90","7073518"
"2025/08/28","29262","33","7093189"
"2025/08/29","29225","-37","7087587"
"2025/09/01","29139","-86","7082796"
"2025/09/02","29186","47","7097072"
"2025/09/03","29218","32","7104849"
