年月日,基準価額（円）,前日比（円）,純資産総額（百万円）
2025/06/17,9378,112,1804
2025/06/18,9374,-4,1798
2025/06/19,9163,-211,1761
2025/06/20,9009,-154,1731
2025/06/23,9168,159,1757
2025/06/24,9232,64,1762
2025/06/25,9378,146,1775
2025/06/26,9464,86,1794
2025/06/27,9415,-49,1791
2025/06/30,9402,-13,1787
2025/07/01,9248,-154,1757
2025/07/02,9248,0,1752
2025/07/03,9192,-56,1742
2025/07/04,9170,-22,1708
2025/07/07,9152,-18,1707
2025/07/08,9303,151,1721
2025/07/09,9507,204,1756
2025/07/10,9269,-238,1708
2025/07/11,9299,30,1704
2025/07/14,9391,92,1719
2025/07/15,9468,77,1727
2025/07/16,9785,317,1773
2025/07/17,9733,-52,1766
2025/07/18,9822,89,1767
2025/07/22,9953,131,1789
2025/07/23,9955,2,1789
2025/07/24,10167,212,1822
2025/07/25,10168,1,1819
2025/07/28,10093,-75,1832
2025/07/29,10127,34,1833
2025/07/30,10068,-59,1824
2025/07/31,9794,-274,1784
2025/08/01,9760,-34,1777
2025/08/04,9477,-283,1710
2025/08/05,9543,66,1722
2025/08/06,9608,65,1714
2025/08/07,9569,-39,1709
2025/08/08,9553,-16,1708
2025/08/12,9399,-154,1675
2025/08/13,9396,-3,1679
2025/08/14,9681,285,1731
2025/08/15,9691,10,1742
2025/08/18,9592,-99,1732
2025/08/19,9672,80,1755
2025/08/20,9618,-54,1744
2025/08/21,9588,-30,1746
2025/08/22,9550,-38,1741
2025/08/25,9704,154,1765
2025/08/26,10011,307,1822
2025/08/27,9946,-65,1806
2025/08/28,9822,-124,1778
2025/08/29,9760,-62,1764
2025/09/01,9885,125,1784
2025/09/02,10161,276,1831
